radical_smiles,resonance_radical_smiles,resonance_radical_num_rotatable_bonds,radical_H298 (kcal/mol),radical_Sint298 (cal/mol/K),radical_source,radical_level_of_theory,radical_Cp300 (cal/mol/K),radical_Cp400 (cal/mol/K),radical_Cp500 (cal/mol/K),radical_Cp600 (cal/mol/K),radical_Cp800 (cal/mol/K),radical_Cp1000 (cal/mol/K),radical_Cp1500 (cal/mol/K),closed_shell_smiles,closed_shell_H298 (kcal/mol),closed_shell_Cp300 (cal/mol/K),closed_shell_Cp400 (cal/mol/K),closed_shell_Cp500 (cal/mol/K),closed_shell_Cp600 (cal/mol/K),closed_shell_Cp800 (cal/mol/K),closed_shell_Cp1000 (cal/mol/K),closed_shell_Cp1500 (cal/mol/K),closed_shell_Sint298 (cal/mol/K),closed_shell_thermo_comment,closed_shell_thermo_source,HBI_H298 (kcal/mol),HBI_Sint298 (cal/mol/K),HBI_Cp300 (cal/mol/K),HBI_Cp400 (cal/mol/K),HBI_Cp500 (cal/mol/K),HBI_Cp600 (cal/mol/K),HBI_Cp800 (cal/mol/K),HBI_Cp1000 (cal/mol/K),HBI_Cp1500 (cal/mol/K),unc_radical_H298 (kcal/mol),unc_radical_Sint298 (cal/mol/K),unc_radical_Cp300 (cal/mol/K),unc_radical_Cp400 (cal/mol/K),unc_radical_Cp500 (cal/mol/K),unc_radical_Cp600 (cal/mol/K),unc_radical_Cp800 (cal/mol/K),unc_radical_Cp1000 (cal/mol/K),unc_radical_Cp1500 (cal/mol/K),unc_closed_shell_H298 (kcal/mol),unc_closed_shell_Sint298 (cal/mol/K),unc_closed_shell_Cp300 (cal/mol/K),unc_closed_shell_Cp400 (cal/mol/K),unc_closed_shell_Cp500 (cal/mol/K),unc_closed_shell_Cp600 (cal/mol/K),unc_closed_shell_Cp800 (cal/mol/K),unc_closed_shell_Cp1000 (cal/mol/K),unc_closed_shell_Cp1500 (cal/mol/K),unc_HBI_H298 (kcal/mol),unc_HBI_Sint298 (cal/mol/K),unc_HBI_Cp300 (cal/mol/K),unc_HBI_Cp400 (cal/mol/K),unc_HBI_Cp500 (cal/mol/K),unc_HBI_Cp600 (cal/mol/K),unc_HBI_Cp800 (cal/mol/K),unc_HBI_Cp1000 (cal/mol/K),unc_HBI_Cp1500 (cal/mol/K)
O[CH]CCO,O[CH]CCO,4,-57.4556831366272,78.59145507458034,dong_pio_liang.py,CBS-QB3,25.05559241593442,32.02975622804436,37.81390169656311,42.30914517164063,48.80917840387772,52.93941567583557,57.37361858190631,OCCCO,-98.79825083269654,28.424546719386235,34.37811207430594,39.0640980184608,43.05710750547827,49.32222240581051,53.76810463321224,59.97866149445507,81.40164814090897,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py,93.44256769606936,-2.8101930663286367,-3.3689543034518152,-2.348355846261576,-1.2501963218976897,-0.7479623338376413,-0.5130440019327835,-0.82868895737667,-2.605042912548761,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.697056274847714,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
O[CH]C1OCO1,O[CH]C1OCO1,2,-57.28024697241922,80.29157260245691,dong_pio_liang.py,CBS-QB3,23.51959744611377,29.391527364370944,34.17650898118069,38.12954810664214,44.17563342439204,48.26360621617208,53.28901547631785,OCC1OCO1,-98.51778208516636,24.294099455343023,30.208999733373624,35.06608693934991,39.1902170646984,45.66769947756265,50.26036720598472,56.57878963609944,78.49253837785875,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py,93.33753511274712,1.7990342245981594,-0.774502009229252,-0.8174723690026795,-0.8895779581692196,-1.0606689580562616,-1.4920660531706105,-1.9967609898126424,-3.2897741597815866,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.697056274847714,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
[CH2]C1CC(=O)OC1C,[CH2]C1CC(=O)OC1C,2,-57.22302953736978,96.4947795737461,dong_pio_liang.py,CBS-QB3,33.17318534984738,41.38821654293629,48.62114540342734,54.7470946029883,64.20344044954659,71.14998130435949,81.3774277064723,CC1CC(=O)OC1C,-103.00332695984702,30.45780497131931,40.00680305927342,49.04529254302103,56.73065774378584,68.01378011472276,75.96111663479924,90.45509369024856,94.7276445506692,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(Cs-CsCsCsH) + group(Cs-CsCsOsH) + group(Cs-(Cds-O2d)CsHH) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cds-OdCsOs) + ring(butyrolactone),GAV,97.88029742247724,1.7671350230769036,2.715380378528071,1.3814134836628682,-0.4241471395936855,-1.9835631407975427,-3.8103396651761727,-4.811135330439754,-9.077665983776257,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.17612260356422,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979
C=CC([O])C(=O)OC,C=CC([O])C(=O)OC,3,-57.21695639517411,98.8925539719668,dong_pio_liang.py,CBS-QB3,34.610840504646724,40.96489354732359,46.44856731204589,51.25919235821767,59.053987894021645,64.69091830855258,72.5273485336846,C=CC(O)C(=O)OC,-118.3727533460803,32.023499043977054,39.76831739961759,46.59074569789674,51.96875717017208,60.67271510516252,66.93969407265773,75.61059273422562,106.14108986615678,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-CsH) + group(Cs-(Cds-O2d)CsOsH) + group(Cs-OsHHH) + group(Cds-CdsCsH) + group(Cds-OdCsOs) + group(Cds-CdsHH),GAV,113.2557969509062,-7.24853589418997,2.58734146066967,1.1965761477060042,-0.1421783858508547,-0.7095648119544151,-1.6187272111408717,-2.248775764105148,-3.083244200541017,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.17612260356422,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979
CCCCO[C]=O,CCCCO[C]=O,5,-57.17843870311784,100.73113259520336,dong_pio_liang.py,CBS-QB3,31.668275217973807,38.50438580725584,44.77160473202319,50.20095570912327,58.899515617534135,65.25391974395795,74.40319359693237,CCCCOC=O,-103.30569789674952,32.09917782026769,40.00003824091778,47.28862332695986,53.567437858508605,63.31726577437858,70.37734225621415,80.58525812619503,98.8197896749522,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(Cs-CsCsHH) + group(Cs-CsCsHH) + group(Cs-CsOsHH) + group(Cs-CsHHH) + group(Cds-OdOsH),GAV,98.22725919363168,1.9113429202511585,-0.4309026022938838,-1.4956524336619452,-2.517018594936665,-3.366482149385334,-4.417750156844448,-5.123422512256198,-6.182064529262661,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.17612260356422,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979
[CH]=CC(O)C(=O)OC,[CH]=CC(O)C(=O)OC,4,-56.97085021867127,98.49261005101056,dong_pio_liang.py,CBS-QB3,36.04063846353401,42.762070644536585,48.38055182834847,53.11126881710867,60.51859786913808,65.79847394141491,72.9864880003155,C=CC(O)C(=O)OC,-118.3727533460803,32.023499043977054,39.76831739961759,46.59074569789674,51.96875717017208,60.67271510516252,66.93969407265773,75.61059273422562,106.14108986615678,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-CsH) + group(Cs-(Cds-O2d)CsOsH) + group(Cs-OsHHH) + group(Cds-CdsCsH) + group(Cds-OdCsOs) + group(Cds-CdsHH),GAV,113.50190312740904,-7.648479815146217,4.017139419556955,2.9937532449189987,1.78980613045173,1.1425116469365904,-0.1541172360244402,-1.141220131242818,-2.624104733910116,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.17612260356422,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979
OC[C]1OC1O,OC[C]1OC1O,3,-56.92734412816712,79.03462412722142,dong_pio_liang.py,CBS-QB3,23.545841091327343,30.223751164671512,35.99110672546367,40.75401049394545,47.73368383607929,52.05968333227534,56.05150923115201,OCC1OC1O,-107.0245912480412,27.160607870931173,34.52617088186616,40.33137934825049,44.46275980446656,49.88258138119211,53.24632382225622,56.98477468224071,79.2869373469183,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py,102.19724711987408,-0.2523132196968731,-3.61476677960383,-4.302419717194645,-4.34027262278682,-3.7087493105211062,-2.148897545112824,-1.1866404899808811,-0.9332654510887012,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.697056274847714,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CCC(C[O])CO,CCC(C[O])CO,5,-56.9129822605106,97.402081312827,dong_pio_liang.py,CBS-QB3,38.59952589987034,46.50279305841303,53.309232570056174,59.140845663265495,68.33029660887544,74.89795212548756,84.19558833181526,CCC(CO)CO,-110.18274407345037,38.9282532378336,47.50276223747976,54.87220898518402,61.09643907909354,70.72250069120314,77.78468752116636,88.2879917197216,99.06822163325856,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py,105.36976181293976,-1.666140320431566,-0.328727337963258,-0.9999691790667242,-1.5629764151278422,-1.955593415828048,-2.3922040823276944,-2.886735395678798,-4.092403387906344,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.697056274847714,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
C=C[C](C)OC(C)=O,C=C[C](C)OC(C)=O,4,-56.71761574303765,104.49687460805576,dong_pio_liang.py,CBS-QB3,36.40047070089013,43.99913965675293,50.67290171215189,56.48823108741955,65.81419890676739,72.52767778896175,81.63128377353813,C=CC(C)OC(C)=O,-88.9665680344155,34.38226593205487,43.11865561497422,50.89647175853991,57.58048336066064,68.14507007657578,75.69428141220267,86.0926312994099,103.7681127430324,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py,84.34895229137786,0.7287618650233583,2.018204768835261,0.8804840417787076,-0.2235700463880192,-1.0922522732410869,-2.3308711698083897,-3.166603623240917,-4.461347525871773,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.697056274847714,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
C=C[C](C)OC(C)=O,[CH2]C=C(C)OC(C)=O,4,-56.71761574303765,104.49687460805576,dong_pio_liang.py,CBS-QB3,36.40047070089013,43.99913965675293,50.67290171215189,56.48823108741955,65.81419890676739,72.52767778896175,81.63128377353813,CC=C(C)OC(C)=O,-91.59309011307576,34.80014366390191,42.81007726123366,50.26914693270674,56.71446566712498,66.99403768808176,74.44465045055449,84.97714919661686,105.95432403975376,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py,86.97547437003811,-1.4574494316979951,1.6003270369882188,1.1890623955192725,0.4037547794451512,-0.2262345797054337,-1.1798387813143734,-1.9169726615927372,-3.3458654230787346,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.697056274847714,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
C=C(C(=O)O[O])C(C)(C)OO,C=C(C(=O)O[O])C(C)(C)OO,6,-56.65305553816164,116.55370513928612,dong_pio_liang.py,CBS-QB3,51.07280141034551,61.65457766121454,69.33963121397228,75.34927273041338,84.46052551044546,90.54537509053536,97.90761499539911,C=C(C(=O)OO)C(C)(C)OO,-85.43877629063095,51.91395793499044,60.91007648183556,68.15506692160612,73.97049713193117,82.47493307839387,88.59514340344168,98.61705544933076,131.70856596558315,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-O2s(Cds-O2d)) + group(O2s-OsH) + group(O2s-(Os-CdOd)H) + group(Cs-(Cds-Cds)CsCsOs) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cd-CdCs(CO)) + group(Cds-O2d(Cds-Cds)O2s) + group(Cds-CdsHH),GAV,80.88572075246933,-15.154860826297025,-0.84115652464493,0.7445011793789789,1.1845642923661617,1.378775598482207,1.9855924320515896,1.950231687093677,-0.7094404539316486,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.17612260356422,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979
CC(CO)=C(CO[O])COO,CC(CO)=C(CO[O])COO,8,-56.59367081059458,121.64003651600532,dong_pio_liang.py,CBS-QB3,56.430973863894266,65.91369869237766,73.63251765573972,80.12970899389585,90.06121146273638,96.80879164470365,105.47755151372256,CC(CO)=C(COO)COO,-92.68374760994266,52.52783938814531,62.43231357552582,70.86326959847035,78.05485659655832,89.0923709369025,97.63120458891012,109.52692160611852,137.1021988527725,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-CsH) + group(O2s-OsH) + group(O2s-OsH) + group(Cs-(Cds-Cds)OsHH) + group(Cs-(Cds-Cds)OsHH) + group(Cs-(Cds-Cds)OsHH) + group(Cs-(Cds-Cds)HHH) + group(Cds-CdsCsCs) + group(Cds-CdsCsCs),GAV,88.19007679934808,-15.462162336767165,3.903134475748956,3.481385116851847,2.7692480572693654,2.074852397337523,0.9688405258338832,-0.8224129442064765,-4.049370092395961,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.17612260356422,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979
[CH2]C(C)=COC(C)=O,[CH2]C(C)=COC(C)=O,4,-56.457197670435725,103.41740642435296,dong_pio_liang.py,CBS-QB3,34.286349833314546,42.698288120050975,50.0786652407641,56.38472092513901,66.25567877607362,73.19856466530403,82.4686408014716,CC(=O)OC=C(C)C,-91.57921251449238,35.05248391468891,43.01937064479693,50.59108049652162,57.14411464847576,67.58610741581647,75.14030924697573,85.7549976119136,104.21169714609776,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py,87.22201484405666,-0.794290721744801,-0.7661340813743607,-0.3210825247459539,-0.5124152557575172,-0.7593937233367498,-1.3304286397428484,-1.9417445816716992,-3.286356810442001,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.697056274847714,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
[CH2]C(C)=COC(C)=O,C=C(C)[CH]OC(C)=O,4,-56.457197670435725,103.41740642435296,dong_pio_liang.py,CBS-QB3,34.286349833314546,42.698288120050975,50.0786652407641,56.38472092513901,66.25567877607362,73.19856466530403,82.4686408014716,C=C(C)COC(C)=O,-89.01683145971367,33.62400098970364,41.93442195001904,49.59193875248493,56.2198541183242,66.81783385228135,74.5260086719101,85.4603702526283,106.33786406899704,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py,84.65963378927795,-2.920457644644074,0.6623488436109071,0.7638661700319318,0.4867264882791744,0.1648668068148069,-0.5621550762077305,-1.327444006606072,-2.9917294511567007,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.697056274847714,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CCC(CO)O[O],CCC(CO)O[O],5,-56.40202380906148,98.70097325608852,dong_pio_liang.py,CBS-QB3,37.02247999515068,43.40302836274447,48.61630407158938,52.99746960860145,60.10780098329054,65.54822701395601,73.95562886296713,CCC(CO)OO,-90.51068833652008,36.59110898661567,44.11493307839388,50.532810707456974,55.95405353728489,64.06,70.2833843212237,79.35349904397705,102.71051625239004,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-CsH) + group(O2s-OsH) + group(Cs-CsCsOsH) + group(Cs-CsCsHH) + group(Cs-CsOsHH) + group(Cs-CsHHH),GAV,86.2086645274586,-4.009542996301519,0.4313710085350095,-0.7119047156494105,-1.9165066358675915,-2.956583928683443,-3.952199016709464,-4.7351573072676985,-5.397870181009921,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.17612260356422,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979
[O]C1COC1O,[O]C1COC1O,1,-56.33270547676072,79.40171189848454,dong_pio_liang.py,CBS-QB3,22.91933489521224,29.03991104609178,34.15491301453155,38.21626113412351,44.30728196015564,48.3947996021587,53.45737583389267,OC1COC1O,-109.6335465859209,23.673082718466155,30.11634742259044,35.53557441123326,39.93033393906559,46.66089107423959,51.27991939895222,57.26568346080689,79.87006087678705,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py,105.40084110916018,-0.4683489783025152,-0.7537478232539137,-1.076436376498659,-1.3806613967017114,-1.7140728049420773,-2.353609114083952,-2.885119796793518,-3.808307626914221,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.697056274847714,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
[CH2]C(O)=C(C)O,[CH2]C(O)=C(C)O,4,-56.31352587135565,89.05896716086427,dong_pio_liang.py,CBS-QB3,28.178580828905147,34.37842490830213,39.67290232810589,44.16416689313319,51.1144764771263,55.92179929481836,62.20792340927225,CC(O)=C(C)O,-104.25395793499042,31.31908221797323,39.28374760994263,44.42493307839388,48.02608030592733,53.63300191204589,57.71728489483748,64.19606118546844,86.99261950286807,Thermo group additivity estimation: group(O2s-(Cds-Cd)H) + group(O2s-(Cds-Cd)H) + group(Cs-(Cds-Cds)HHH) + group(Cs-(Cds-Cds)HHH) + group(Cds-CdsCsOs) + group(Cds-CdsCsOs),GAV,100.04043206363475,2.066347657996204,-3.1405013890680813,-4.9053227016405,-4.752030750287986,-3.861913412794138,-2.5185254349195887,-1.79548560001912,-1.98813777619619,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.17612260356422,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979
[CH2]C(O)=C(C)O,C=C(O)[C](C)O,4,-56.31352587135565,89.05896716086427,dong_pio_liang.py,CBS-QB3,28.178580828905147,34.37842490830213,39.67290232810589,44.16416689313319,51.1144764771263,55.92179929481836,62.20792340927225,C=C(O)C(C)O,-91.35072657743784,29.78738049713193,37.55418738049713,43.1557361376673,46.95789674952199,52.99887189292543,57.36984703632888,63.87495219885277,89.9585086042065,Thermo group additivity estimation: group(O2s-CsH) + group(O2s-(Cds-Cd)H) + group(Cs-(Cds-Cds)CsOsH) + group(Cs-CsHHH) + group(Cds-CdsCsOs) + group(Cds-CdsHH),GAV,87.13720070608218,-0.8995414433422297,-1.6087996682267836,-3.175762472195004,-3.4828338095614058,-2.7937298563888007,-1.8843954157991265,-1.4480477415105142,-1.6670287895805205,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.17612260356422,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979
[CH2]C(=O)O,[CH2]C(=O)O,1,-56.27939435535183,69.1344721976654,dong_pio_liang.py,CBS-QB3,16.32098879447399,19.61192589214126,22.42165144708843,24.79034839553045,28.40839549664953,30.84085668171319,33.722686161342736,CC(=O)O,-103.56812197602498,15.5996051528404,19.1012989882969,22.297592132440244,25.08467571564725,29.558342635108744,32.81982621172276,37.37501832259812,70.38850036569737,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py,99.38872762067317,-1.2540281680319652,0.7213836416335901,0.5106269038443614,0.1240593146481856,-0.2943273201167997,-1.1499471384592148,-1.9789695300095715,-3.652332161255387,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.697056274847714,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
[CH2]C(=O)O,C=C([O])O,1,-56.27939435535183,69.1344721976654,dong_pio_liang.py,CBS-QB3,16.32098879447399,19.61192589214126,22.42165144708843,24.79034839553045,28.40839549664953,30.84085668171319,33.722686161342736,C=C(O)O,-76.13532146666302,18.988703828208607,22.79265525007189,25.613119494870944,27.640781776289373,30.698857931917065,32.84623817332696,35.9170447811771,70.77355348767892,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py,71.95592711131118,-1.6390812900135217,-2.6677150337346163,-3.180729357930627,-3.1914680477825144,-2.850433380758922,-2.290462435267536,-2.005381491613768,-2.194358619834361,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.697056274847714,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
C=C(CO[O])OCC(C)=O,C=C(CO[O])OCC(C)=O,6,-56.14605437611454,118.08958047403436,dong_pio_liang.py,CBS-QB3,44.27164359748815,52.63294802155674,59.879559506252384,66.0421361091052,75.61814084792888,82.2848160029063,91.10125636504776,C=C(COO)OCC(C)=O,-95.36502868068833,45.61359464627151,55.88361376673039,64.07068833652006,70.53091778202678,79.85573613766731,86.48047801147229,95.59950286806884,118.66602294455066,Thermo group additivity estimation: group(O2s-Cs(Cds-Cd)) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-(Cds-O2d)OsHH) + group(Cs-(Cds-Cds)OsHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-CdsCsOs) + group(Cds-OdCsCs) + group(Cds-CdsHH),GAV,91.3189743045738,-0.576442470516298,-1.3419510487833577,-3.2506657451736487,-4.19112883026768,-4.488781672921576,-4.237595289738422,-4.195662008565989,-4.498246503021079,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.17612260356422,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979
CC(=O)C(=O)C[O],CC(=O)C(=O)C[O],3,-56.10755119695952,93.46846532774676,dong_pio_liang.py,CBS-QB3,30.603884656147148,35.207922019639085,39.15925341455258,42.53191866398889,47.81441018617871,51.55571584039388,56.78551674118739,CC(=O)C(=O)CO,-112.7868068833652,29.79684512428297,35.348948374760994,40.339388145315496,44.46462715105163,50.59034416826004,54.83747609942638,61.04684512428298,95.50191204588911,Thermo group additivity estimation: group(O2s-CsH) + group(Cs-(Cds-O2d)OsHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-O2d(Cds-O2d)Cs) + group(Cds-O2d(Cds-O2d)Cs),GAV,108.77925568640568,-2.0334467181423577,0.8070395318641737,-0.1410263551219088,-1.1801347307629158,-1.93270848706274,-2.7759339820813267,-3.2817602590325023,-4.261328383095595,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.17612260356422,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979
CC1(O[O])COOC1=O,CC1(O[O])COOC1=O,2,-56.08823362788155,96.83870421386796,dong_pio_liang.py,CBS-QB3,33.64970216927379,40.29204755563148,45.85779690139699,50.44992511716448,57.27098917498323,62.03532284982601,68.8586913468235,CC1(OO)COOC1=O,-115.0823326959847,33.87579349904398,44.51548757170171,52.38887189292542,58.10980879541109,66.1585086042065,71.82871892925431,78.78258126195027,95.58994263862331,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-O2s(Cds-O2d)) + group(O2s-OsH) + group(Cs-(Cds-O2d)CsCsOs) + group(Cs-CsOsHH) + group(Cs-CsHHH) + group(Cds-OdCsOs) + ring(Cyclopentane),GAV,111.09409906810316,1.248761575244643,-0.2260913297701918,-4.223440016070235,-6.531074991528435,-7.659883678246608,-8.887519429223275,-9.793396079428298,-9.923889915126765,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.17612260356422,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979
[O]C12OC1O2,[O]C12OC1O2,0,-56.05187493478569,68.65788159433338,dong_pio_liang.py,CBS-QB3,14.358525399102676,17.613972056985084,20.21000437909656,22.11816712949283,24.90979267585283,26.78563790185277,29.065272396459,OC12OC1O2,-58.23589866156788,16.58427820267686,19.35450764818356,22.4207552581262,24.455736137667305,27.450057361376675,29.93639101338432,32.25615678776291,69.94672084130019,Thermo group additivity estimation: group(O2s-CsCs) + group(O2s-CsCs) + group(O2s-CsH) + group(Cs-CsOsOsOs) + group(Cs-CsOsOsH) + polycyclic(s2_3_3_ane),GAV,54.2840237267822,-1.2888392469668162,-2.225752803574183,-1.7405355911984763,-2.2107508790296397,-2.3375690081744764,-2.5402646855238444,-3.15075311153155,-3.1908843913039107,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.17612260356422,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979
