radical_smiles,resonance_radical_smiles,has_H,has_C,has_N,has_O,Mw (g/mol),num_rings,num_heavy_atoms,num_rotatable_bonds,radical_atom_type
[O]C(=O)OC(O)(O)O,[O]C(=O)OC(O)(O)O,True,True,False,True,122.992962816,0,8,4,O
[O]C(O)(O)OC(=O)O,[O]C(O)(O)OC(=O)O,True,True,False,True,122.992962816,0,8,3,O
O=C(O)O[C](O)O,O=C(O)O[C](O)O,True,True,False,True,106.998048196,0,7,3,C
CC(=O)OC(OO)C(=O)C(O)O[O],CC(=O)OC(OO)C(=O)C(O)O[O],True,True,False,True,195.01409218400002,0,13,8,O
O=[C]OC(O)(O)O,O=[C]OC(O)(O)O,True,True,False,True,106.998048196,0,7,5,C
CC(=O)OC(=O)[C](O)C=O,CC(=O)OC(=O)[C](O)C=O,True,True,False,True,145.01369826,0,10,4,C
CC(=O)OC(=O)[C](O)C=O,CC(=O)OC([O])=C(O)C=O,True,True,False,True,145.01369826,0,10,4,O
CC(=O)OC(=O)[C](O)C=O,CC(=O)OC(=O)C(O)=C[O],True,True,False,True,145.01369826,0,10,3,O
CC(=O)OC(OO)C(=O)[CH]O,CC(=O)OC(OO)C(=O)[CH]O,True,True,False,True,163.02426294400001,0,11,7,C
CC(=O)OC(OO)C(=O)[CH]O,CC(=O)OC(OO)C([O])=CO,True,True,False,True,163.02426294400001,0,11,6,O
CC(=O)OC(OO)[C](O)C=O,CC(=O)OC(OO)[C](O)C=O,True,True,False,True,163.02426294400001,0,11,7,C
CC(=O)OC(OO)[C](O)C=O,CC(=O)OC(OO)C(O)=C[O],True,True,False,True,163.02426294400001,0,11,6,O
C[C](O)C1OOC(OC(C)=O)O1,C[C](O)C1OOC(OC(C)=O)O1,True,True,False,True,177.039913008,1,12,5,C
CC(=O)OC1O[CH]C(C)(O)OO1,CC(=O)OC1O[CH]C(C)(O)OO1,True,True,False,True,177.039913008,1,12,4,C
[O]C(=O)OC(=O)O,[O]C(=O)OC(=O)O,True,True,False,True,104.982398132,0,7,0,O
CC(=O)COC(O[O])OC(C)=O,CC(=O)COC(O[O])OC(C)=O,True,True,False,True,177.039913008,0,12,7,O
CC(=O)OC1OOC(O)[C]1O,CC(=O)OC1OOC(O)[C]1O,True,True,False,True,163.02426294400001,1,11,4,C
CC(=O)C(CC(=O)OC=O)O[O],CC(=O)C(CC(=O)OC=O)O[O],True,True,False,True,175.02426294400001,0,12,5,O
[O]OC(=O)OC(=O)O,[O]OC(=O)OC(=O)O,True,True,False,True,120.977312752,0,8,0,O
C[C](O)C(=O)OC(C)=O,C[C](O)C(=O)OC(C)=O,True,True,False,True,131.034433704,0,9,4,C
C[C](O)C(=O)OC(C)=O,CC(=O)OC([O])=C(C)O,True,True,False,True,131.034433704,0,9,4,O
O=C[C](O)C(=O)C(O)OO,O=C[C](O)C(=O)C(O)OO,True,True,False,True,149.00861288000002,0,10,7,C
O=C[C](O)C(=O)C(O)OO,[O]C=C(O)C(=O)C(O)OO,True,True,False,True,149.00861288000002,0,10,6,O
O=C[C](O)C(=O)C(O)OO,[O]C(=C(O)C=O)C(O)OO,True,True,False,True,149.00861288000002,0,10,6,O
CC(=O)OC(O[O])C(O)=CO,CC(=O)OC(O[O])C(O)=CO,True,True,False,True,163.02426294400001,0,11,6,O
C[C]1OC(=O)C(O)(C=O)O1,C[C]1OC(=O)C(O)(C=O)O1,True,True,False,True,145.01369826,1,10,3,C
[O]C1(O)OC(=O)O1,[O]C1(O)OC(=O)O1,True,True,False,True,104.982398132,1,7,1,O
[O]OCC(=O)CC(=O)OC=O,[O]OCC(=O)CC(=O)OC=O,True,True,False,True,161.00861288,0,11,4,O
O=C[C](O)C(=O)O,O=C[C](O)C(=O)O,True,True,False,True,103.00313357600001,0,7,3,C
O=C[C](O)C(=O)O,[O]C=C(O)C(=O)O,True,True,False,True,103.00313357600001,0,7,2,O
O=C[C](O)C(=O)O,[O]C(O)=C(O)C=O,True,True,False,True,103.003133576,0,7,3,O
[O]OC(O)(O)O,[O]OC(O)(O)O,True,True,False,True,94.998048196,0,6,4,O
O=C(O)O[CH]O,O=C(O)O[CH]O,True,True,False,True,91.003133576,0,6,2,C
[O]OC(O)C(O)=C(O)C=O,[O]OC(O)C(O)=C(O)C=O,True,True,False,True,149.00861288,0,10,6,O
CC(=O)OC(=O)C(C)(C)O[O],CC(=O)OC(=O)C(C)(C)O[O],True,True,False,True,161.044998388,0,11,5,O
CC(=O)OC(OO)C(=O)CO[O],CC(=O)OC(OO)C(=O)CO[O],True,True,False,True,179.01917756400002,0,12,7,O
CC1(OO)COC(O[O])C(=O)O1,CC1(OO)COC(O[O])C(=O)O1,True,True,False,True,179.01917756400002,1,12,4,O
CC(=O)OC([O])C(=O)C=O,CC(=O)OC([O])C(=O)C=O,True,True,False,True,145.01369826,0,10,4,O
[O]OC(O)C(=O)C(O)=CO,[O]OC(O)C(=O)C(O)=CO,True,True,False,True,149.00861288,0,10,6,O
O=C1C(O)OOC1(O)[CH]O,O=C1C(O)OOC1(O)[CH]O,True,True,False,True,149.00861288000002,1,10,4,C
O=C1[CH]OCC(COO)(OO)O1,O=C1[CH]OCC(COO)(OO)O1,True,True,False,True,179.01917756400002,1,12,5,C
O=C1[CH]OCC(COO)(OO)O1,[O]C1=COCC(COO)(OO)O1,True,True,False,True,179.01917756400002,1,12,5,O
CC(=O)OC(CC(C)O[O])OO,CC(=O)OC(CC(C)O[O])OO,True,True,False,True,179.055563072,0,12,8,O
[O]CC1(COO)COCC(=O)O1,[O]CC1(COO)COCC(=O)O1,True,True,False,True,177.039913008,1,12,4,O
[O]C1(O)OOC(=O)O1,[O]C1(O)OOC(=O)O1,True,True,False,True,120.977312752,1,8,1,O
[O]OCC1(OO)COCC(=O)O1,[O]OCC1(OO)COCC(=O)O1,True,True,False,True,179.019177564,1,12,4,O
CC(=O)OC(OO)C(C)CO[O],CC(=O)OC(OO)C(C)CO[O],True,True,False,True,179.055563072,0,12,8,O
CC(=O)OC(CC(C)OO)O[O],CC(=O)OC(CC(C)OO)O[O],True,True,False,True,179.055563072,0,12,8,O
CC(=O)CC([O])OC(C)=O,CC(=O)CC([O])OC(C)=O,True,True,False,True,145.050083768,0,10,5,O
[O]OC1(COO)COCC(=O)O1,[O]OC1(COO)COCC(=O)O1,True,True,False,True,179.019177564,1,12,4,O
CC(=O)OC(=O)C(C)C[O],CC(=O)OC(=O)C(C)C[O],True,True,False,True,145.050083768,0,10,4,O
O=CO[C](O)O,O=CO[C](O)O,True,True,False,True,91.003133576,0,6,3,C
CC(=O)OC(CO[O])C(C)OO,CC(=O)OC(CO[O])C(C)OO,True,True,False,True,179.055563072,0,12,8,O
[O]C1CC(=O)C(OO)CC(=O)O1,[O]C1CC(=O)C(OO)CC(=O)O1,True,True,False,True,175.02426294400001,1,12,2,O
CC(=O)OC(CCCO[O])OO,CC(=O)OC(CCCO[O])OO,True,True,False,True,179.055563072,0,12,8,O
CC(=O)OCC(CCO[O])OO,CC(=O)OCC(CCO[O])OO,True,True,False,True,179.055563072,0,12,8,O
CC(=O)OC(OO)C(C)C[O],CC(=O)OC(OO)C(C)C[O],True,True,False,True,163.060648452,0,11,7,O
CC(=O)O[CH]C(O)=CO,CC(=O)O[CH]C(O)=CO,True,True,False,True,131.034433704,0,9,5,C
CC(=O)O[CH]C(O)=CO,CC(=O)OC=C(O)[CH]O,True,True,False,True,131.034433704,0,9,5,C
[O]COC(=O)O,[O]COC(=O)O,True,True,False,True,91.003133576,0,6,1,O
CC(=O)OC([O])C(C)COO,CC(=O)OC([O])C(C)COO,True,True,False,True,163.060648452,0,11,7,O
O=[C]OC(O)O,O=[C]OC(O)O,True,True,False,True,91.003133576,0,6,4,C
CC(C)(COOCC(=O)O)O[O],CC(C)(COOCC(=O)O)O[O],True,True,False,True,179.055563072,0,12,8,O
CC(=O)OC(CCO[O])COO,CC(=O)OC(CCO[O])COO,True,True,False,True,179.055563072,0,12,8,O
CC(=O)OC(O[O])C(C)COO,CC(=O)OC(O[O])C(C)COO,True,True,False,True,179.055563072,0,12,8,O
CC(=O)OC(CCCOO)O[O],CC(=O)OC(CCCOO)O[O],True,True,False,True,179.055563072,0,12,8,O
CC(=O)OC([O])C(C)C=O,CC(=O)OC([O])C(C)C=O,True,True,False,True,145.050083768,0,10,5,O
CC(=O)OC(=O)C(C)O[O],CC(=O)OC(=O)C(C)O[O],True,True,False,True,147.029348324,0,10,4,O
CC(C)(COC(=O)CO[O])OO,CC(C)(COC(=O)CO[O])OO,True,True,False,True,179.055563072,0,12,8,O
CC(=O)OC([O])C(C)=O,CC(=O)OC([O])C(C)=O,True,True,False,True,131.034433704,0,9,4,O
CC(=O)OC(OO)C(C)O[O],CC(=O)OC(OO)C(C)O[O],True,True,False,True,165.039913008,0,11,7,O
CC(O[O])C(C)OC(=O)COO,CC(O[O])C(C)OC(=O)COO,True,True,False,True,179.055563072,0,12,8,O
CC(=O)OC(COO)C(C)O[O],CC(=O)OC(COO)C(C)O[O],True,True,False,True,179.055563072,0,12,8,O
CC(=O)OC(C[O])C(C)=O,CC(=O)OC(C[O])C(C)=O,True,True,False,True,145.050083768,0,10,5,O
O=C[C](O)C(O)=CO,O=C[C](O)C(O)=CO,True,True,False,True,117.01878364000001,0,8,5,C
O=C[C](O)C(O)=CO,[O]C=C(O)C(O)=CO,True,True,False,True,117.01878364000001,0,8,4,O
O=C[C](O)C(O)=CO,O=CC(O)=C(O)[CH]O,True,True,False,True,117.01878364000001,0,8,5,C
CC(C)C(OO)OC(=O)CO[O],CC(C)C(OO)OC(=O)CO[O],True,True,False,True,179.055563072,0,12,8,O
O=C1CO[CH]C(COO)(OO)O1,O=C1CO[CH]C(COO)(OO)O1,True,True,False,True,179.01917756400002,1,12,5,C
CC(=O)OC([O])C=C(C)O,CC(=O)OC([O])C=C(C)O,True,True,False,True,145.050083768,0,10,5,O
O=C([CH]O)C(O)=CO,O=C([CH]O)C(O)=CO,True,True,False,True,117.01878364000001,0,8,5,C
O=C([CH]O)C(O)=CO,[O]C(=CO)C(O)=CO,True,True,False,True,117.01878364000001,0,8,4,O
[O]C(=O)OCO,[O]C(=O)OCO,True,True,False,True,91.003133576,0,6,2,O
O=CC(O)C(=O)[CH]O,O=CC(O)C(=O)[CH]O,True,True,False,True,117.01878364000001,0,8,5,C
O=CC(O)C(=O)[CH]O,[O]C(=CO)C(O)C=O,True,True,False,True,117.01878364000001,0,8,4,O
CC(=O)OCC(CO[O])COO,CC(=O)OCC(CO[O])COO,True,True,False,True,179.055563072,0,12,8,O
CC(=O)OC(C)(CO[O])COO,CC(=O)OC(C)(CO[O])COO,True,True,False,True,179.055563072,0,12,8,O
O=[C]OC(=O)O,O=[C]OC(=O)O,True,True,False,True,88.987483512,0,6,1,C
CC(=O)OCC(=O)CC[O],CC(=O)OCC(=O)CC[O],True,True,False,True,145.050083768,0,10,5,O
[CH2]C1(C)OOC(OC(C)=O)O1,[CH2]C1(C)OOC(OC(C)=O)O1,True,True,False,True,161.044998388,1,11,4,C
CCC(COC(=O)CO[O])OO,CCC(COC(=O)CO[O])OO,True,True,False,True,179.055563072,0,12,8,O
O=C[C](O)C(O)C=O,O=C[C](O)C(O)C=O,True,True,False,True,117.01878364000001,0,8,5,C
O=C[C](O)C(O)C=O,[O]C=C(O)C(O)C=O,True,True,False,True,117.01878364000001,0,8,4,O
CC(=O)OC([CH]CCOO)OO,CC(=O)OC([CH]CCOO)OO,True,True,False,True,179.055563072,0,12,9,C
CC(=O)OCC(C[O])COO,CC(=O)OCC(C[O])COO,True,True,False,True,163.060648452,0,11,7,O
CC(=O)OC(C=O)C(C)[O],CC(=O)OC(C=O)C(C)[O],True,True,False,True,145.050083768,0,10,5,O
C[C](COO)C(OO)OC(C)=O,C[C](COO)C(OO)OC(C)=O,True,True,False,True,179.055563072,0,12,9,C
CC(=O)OCC(COO)O[O],CC(=O)OCC(COO)O[O],True,True,False,True,165.039913008,0,11,7,O
CC(=O)OC(=O)[CH]COO,CC(=O)OC(=O)[CH]COO,True,True,False,True,147.029348324,0,10,5,C
CC(=O)OC(=O)[CH]COO,CC(=O)OC([O])=CCOO,True,True,False,True,147.029348324,0,10,5,O
CC(=O)OC(C[CH]COO)OO,CC(=O)OC(C[CH]COO)OO,True,True,False,True,179.055563072,0,12,9,C
CC(=O)OCC([O])CC=O,CC(=O)OCC([O])CC=O,True,True,False,True,145.050083768,0,10,5,O
CC(=O)O[CH]OC=C(C)O,CC(=O)O[CH]OC=C(C)O,True,True,False,True,145.050083768,0,10,6,C
CC1(OO)CO[CH]C(=O)O1,CC1(OO)CO[CH]C(=O)O1,True,True,False,True,147.029348324,1,10,3,C
CC1(OO)CO[CH]C(=O)O1,CC1(OO)COC=C([O])O1,True,True,False,True,147.029348324,1,10,3,O
C[C]1OCOOC1OC(C)=O,C[C]1OCOOC1OC(C)=O,True,True,False,True,161.044998388,1,11,3,C
C[C]1COOC(OC(C)=O)O1,C[C]1COOC(OC(C)=O)O1,True,True,False,True,161.044998388,1,11,3,C
[CH2]C(=O)OC(=O)C(C)OO,[CH2]C(=O)OC(=O)C(C)OO,True,True,False,True,147.029348324,0,10,5,C
[CH2]C(=O)OC(=O)C(C)OO,C=C([O])OC(=O)C(C)OO,True,True,False,True,147.029348324,0,10,5,O
CC(=O)O[C](COO)C(C)OO,CC(=O)O[C](COO)C(C)OO,True,True,False,True,179.055563072,0,12,9,C
CC(=O)C1CC(=O)OC1[O],CC(=O)C1CC(=O)OC1[O],True,True,False,True,143.034433704,1,10,2,O
CC(=O)O[C](CCOO)COO,CC(=O)O[C](CCOO)COO,True,True,False,True,179.055563072,0,12,9,C
[CH2]C(=O)C(OO)OC(C)=O,[CH2]C(=O)C(OO)OC(C)=O,True,True,False,True,147.029348324,0,10,6,C
[CH2]C(=O)C(OO)OC(C)=O,C=C([O])C(OO)OC(C)=O,True,True,False,True,147.029348324,0,10,5,O
CC(OO)C1CC(=O)OC1O[O],CC(OO)C1CC(=O)OC1O[O],True,True,False,True,177.039913008,1,12,5,O
CC(=O)OCC(=O)CO[O],CC(=O)OCC(=O)CO[O],True,True,False,True,147.029348324,0,10,5,O
CC(=O)O[CH]C(=O)COO,CC(=O)O[CH]C(=O)COO,True,True,False,True,147.029348324,0,10,6,C
CC(=O)O[CH]C(=O)COO,CC(=O)OC=C([O])COO,True,True,False,True,147.029348324,0,10,5,O
CC1(C[O])COCC(=O)O1,CC1(C[O])COCC(=O)O1,True,True,False,True,145.050083768,1,10,2,O
[CH2]C(COO)C(OO)OC(C)=O,[CH2]C(COO)C(OO)OC(C)=O,True,True,False,True,179.055563072,0,12,9,C
CC(=O)O[CH]C1(C)OCOO1,CC(=O)O[CH]C1(C)OCOO1,True,True,False,True,161.044998388,1,11,4,C
C=C(C)OC(O[O])OC(C)=O,C=C(C)OC(O[O])OC(C)=O,True,True,False,True,161.044998388,0,11,6,O
CC(=O)OC([CH]C=O)OO,CC(=O)OC([CH]C=O)OO,True,True,False,True,147.029348324,0,10,6,C
CC(=O)OC([CH]C=O)OO,CC(=O)OC(C=C[O])OO,True,True,False,True,147.029348324,0,10,5,O
CC1(O[O])COCC(=O)O1,CC1(O[O])COCC(=O)O1,True,True,False,True,147.029348324,1,10,2,O
CC(=O)O[CH]C(CCOO)OO,CC(=O)O[CH]C(CCOO)OO,True,True,False,True,179.055563072,0,12,9,C
CC(=O)OCC(C=O)O[O],CC(=O)OCC(C=O)O[O],True,True,False,True,147.029348324,0,10,5,O
CC(=O)OC[C]1COOCO1,CC(=O)OC[C]1COOCO1,True,True,False,True,161.044998388,1,11,3,C
CC(=O)C1CC(=O)O[CH]O1,CC(=O)C1CC(=O)O[CH]O1,True,True,False,True,143.034433704,1,10,2,C
[O]C(=O)COC=O,[O]C(=O)COC=O,True,True,False,True,103.003133576,0,7,2,O
[CH2]C(=O)OC(C)(COO)COO,[CH2]C(=O)OC(C)(COO)COO,True,True,False,True,179.055563072,0,12,9,C
[CH2]C(=O)OC(C)(COO)COO,C=C([O])OC(C)(COO)COO,True,True,False,True,179.055563072,0,12,9,O
O[C]1OC(O)O1,O[C]1OC(O)O1,True,True,False,True,91.003133576,1,6,2,C
CC(C)(O[O])C1OOCC(=O)O1,CC(C)(O[O])C1OOCC(=O)O1,True,True,False,True,177.039913008,1,12,4,O
[CH2]C1(COC(C)=O)OCOO1,[CH2]C1(COC(C)=O)OCOO1,True,True,False,True,161.044998388,1,11,4,C
CC(=O)OC([CH]COO)OO,CC(=O)OC([CH]COO)OO,True,True,False,True,165.039913008,0,11,8,C
CC(=O)OCC(C)(C)O[O],CC(=O)OCC(C)(C)O[O],True,True,False,True,147.065733832,0,10,6,O
CCC(C)(O[O])OC(C)=O,CCC(C)(O[O])OC(C)=O,True,True,False,True,147.065733832,0,10,6,O
O=C1OOC(O)[C]1O,O=C1OOC(O)[C]1O,True,True,False,True,118.998048196,1,8,2,C
O=C1OOC(O)[C]1O,[O]C1=C(O)C(O)OO1,True,True,False,True,118.99804819600001,1,8,2,O
CC(=O)OC([O])C(C)C,CC(=O)OC([O])C(C)C,True,True,False,True,131.070819212,0,9,5,O
[CH2]OC(O)C(CC)CO,[CH2]OC(O)C(CC)CO,True,True,False,True,133.086469276,0,9,8,C
CC(=O)OC(O[O])C(C)C,CC(=O)OC(O[O])C(C)C,True,True,False,True,147.065733832,0,10,6,O
CC(OO)C(O)C(=O)O[O],CC(OO)C(O)C(=O)O[O],True,True,False,True,151.02426294400001,0,10,6,O
CC(=O)OC([O])C1(C)CO1,CC(=O)OC([O])C1(C)CO1,True,True,False,True,145.050083768,1,10,4,O
CC(=O)OC(C)C(C)O[O],CC(=O)OC(C)C(C)O[O],True,True,False,True,147.065733832,0,10,6,O
[O]OC(O)C(O)=CO,[O]OC(O)C(O)=CO,True,True,False,True,121.01369826,0,8,5,O
CC(C)(O[O])C(O)O,CC(C)(O[O])C(O)O,True,True,False,True,121.05008376800001,0,8,6,O
CCCC([O])OC(C)=O,CCCC([O])OC(C)=O,True,True,False,True,131.070819212,0,9,5,O
[O]OCC1(COO)COC(=O)C1,[O]OCC1(COO)COC(=O)C1,True,True,False,True,177.039913008,1,12,5,O
CC(=O)OC(C)(C)CO[O],CC(=O)OC(C)(C)CO[O],True,True,False,True,147.065733832,0,10,6,O
[O]C(=O)OC=O,[O]C(=O)OC=O,True,True,False,True,88.987483512,0,6,0,O
[O]C1CC(=O)CC(=O)O1,[O]C1CC(=O)CC(=O)O1,True,True,False,True,129.01878364,1,9,0,O
CC(=O)OCC1(O[O])COOC1,CC(=O)OCC1(O[O])COOC1,True,True,False,True,177.039913008,1,12,4,O
CCCC(O[O])OC(C)=O,CCCC(O[O])OC(C)=O,True,True,False,True,147.065733832,0,10,6,O
C[CH]C(=O)OCO,C[CH]C(=O)OCO,True,True,False,True,103.039519084,0,7,4,C
C[CH]C(=O)OCO,CC=C([O])OCO,True,True,False,True,103.039519084,0,7,4,O
CC1OOC(C)([O])OC1=O,CC1OOC(C)([O])OC1=O,True,True,False,True,147.029348324,1,10,2,O
CC(=O)OCCC(C)O[O],CC(=O)OCCC(C)O[O],True,True,False,True,147.065733832,0,10,6,O
C=C(COC(C)=O)OCO[O],C=C(COC(C)=O)OCO[O],True,True,False,True,161.044998388,0,11,6,O
CC(=O)OC(C)CCO[O],CC(=O)OC(C)CCO[O],True,True,False,True,147.065733832,0,10,6,O
CC(=O)OC(C=O)O[O],CC(=O)OC(C=O)O[O],True,True,False,True,133.01369826,0,9,4,O
CC(=O)OC=C(C)OCO[O],CC(=O)OC=C(C)OCO[O],True,True,False,True,161.044998388,0,11,6,O
CC(=O)OCC(C)(C)[O],CC(=O)OCC(C)(C)[O],True,True,False,True,131.070819212,0,9,5,O
[O]OC1CC(OO)CC(=O)O1,[O]OC1CC(OO)CC(=O)O1,True,True,False,True,163.02426294400001,1,11,3,O
CC(=O)OC1OC1(C)C[O],CC(=O)OC1OC1(C)C[O],True,True,False,True,145.050083768,1,10,4,O
O=[C]CC(=O)COC=O,O=[C]CC(=O)COC=O,True,True,False,True,129.01878364,0,9,4,C
[O]OC(=O)C(CCO)OO,[O]OC(=O)C(CCO)OO,True,True,False,True,151.024262944,0,10,6,O
[O]OCC(=O)C(=O)O,[O]OCC(=O)C(=O)O,True,True,False,True,118.998048196,0,8,3,O
CCC(COC(C)=O)O[O],CCC(COC(C)=O)O[O],True,True,False,True,147.065733832,0,10,6,O
CCC(CO)C(O)O[O],CCC(CO)C(O)O[O],True,True,False,True,135.065733832,0,9,7,O
CCC(CO[O])OC(C)=O,CCC(CO[O])OC(C)=O,True,True,False,True,147.065733832,0,10,6,O
[O]OCC(=O)OC=O,[O]OCC(=O)OC=O,True,True,False,True,118.998048196,0,8,2,O
CC(=O)OC([O])CC1CO1,CC(=O)OC([O])CC1CO1,True,True,False,True,145.050083768,1,10,4,O
[O]C12OC1(O)O2,[O]C12OC1(O)O2,True,True,False,True,88.987483512,2,6,1,O
O=C1C(O)[CH]OC1O,O=C1C(O)[CH]OC1O,True,True,False,True,117.01878364000001,1,8,2,C
C[C]1OC(=O)C(C)(C)O1,C[C]1OC(=O)C(C)(C)O1,True,True,False,True,129.055169148,1,9,3,C
C=COC(O[O])OC(C)=O,C=COC(O[O])OC(C)=O,True,True,False,True,147.029348324,0,10,5,O
CC(=O)OCC(C)CO[O],CC(=O)OCC(C)CO[O],True,True,False,True,147.065733832,0,10,6,O
CCC(CO)(CO)O[O],CCC(CO)(CO)O[O],True,True,False,True,135.065733832,0,9,7,O
[CH2]C(=O)OC(=O)C(C)C,[CH2]C(=O)OC(=O)C(C)C,True,True,False,True,129.055169148,0,9,4,C
[CH2]C(=O)OC(=O)C(C)C,C=C([O])OC(=O)C(C)C,True,True,False,True,129.055169148,0,9,4,O
CC(=O)OC1OOCC1O[O],CC(=O)OC1OOCC1O[O],True,True,False,True,163.02426294400001,1,11,3,O
O=C([CH]O)CCO,O=C([CH]O)CCO,True,True,False,True,103.039519084,0,7,5,C
O=C([CH]O)CCO,[O]C(=CO)CCO,True,True,False,True,103.039519084,0,7,4,O
CC(=O)OC(C)(C)[C]=O,CC(=O)OC(C)(C)[C]=O,True,True,False,True,129.055169148,0,9,5,C
CC(C)(C)OC(=O)CO[O],CC(C)(C)OC(=O)CO[O],True,True,False,True,147.065733832,0,10,2,O
C[CH]C(=O)OC(C)=O,C[CH]C(=O)OC(C)=O,True,True,False,True,115.039519084,0,8,3,C
C[CH]C(=O)OC(C)=O,CC=C([O])OC(C)=O,True,True,False,True,115.039519084,0,8,3,O
[O]OCC(=O)COC=O,[O]OCC(=O)COC=O,True,True,False,True,133.01369826,0,9,4,O
CC(=O)C(O)(C=O)O[O],CC(=O)C(O)(C=O)O[O],True,True,False,True,133.01369826,0,9,5,O
CC(=O)OC1OC1(C)O[O],CC(=O)OC1OC1(C)O[O],True,True,False,True,147.029348324,1,10,4,O
CC(=O)OCCCCO[O],CC(=O)OCCCCO[O],True,True,False,True,147.065733832,0,10,6,O
CC(=O)OC1(O[O])COOC1,CC(=O)OC1(O[O])COOC1,True,True,False,True,163.02426294400001,1,11,3,O
CC(=O)OCC(C)C[O],CC(=O)OCC(C)C[O],True,True,False,True,131.070819212,0,9,5,O
CC(=O)OC1OC1CC[O],CC(=O)OC1OC1CC[O],True,True,False,True,145.050083768,1,10,4,O
CC(C)(O[O])C(=O)O,CC(C)(O[O])C(=O)O,True,True,False,True,119.03443370400001,0,8,4,O
CCC([O])COC(C)=O,CCC([O])COC(C)=O,True,True,False,True,131.070819212,0,9,5,O
[CH2]C(=O)OCC(C)(C)OO,[CH2]C(=O)OCC(C)(C)OO,True,True,False,True,147.065733832,0,10,7,C
[CH2]C(=O)OCC(C)(C)OO,C=C([O])OCC(C)(C)OO,True,True,False,True,147.065733832,0,10,7,O
[O]C1OC(O)O1,[O]C1OC(O)O1,True,True,False,True,91.003133576,1,6,1,O
CO[CH]CCOC(C)=O,CO[CH]CCOC(C)=O,True,True,False,True,131.070819212,0,9,6,C
[O]OC(=O)OC=O,[O]OC(=O)OC=O,True,True,False,True,104.982398132,0,7,0,O
C[C](C)C(OO)OC(C)=O,C[C](C)C(OO)OC(C)=O,True,True,False,True,147.065733832,0,10,7,C
[O]OCC(=O)OCOO,[O]OCC(=O)OCOO,True,True,False,True,137.00861288,0,9,5,O
[CH2]C(=O)OC(C)C(C)OO,[CH2]C(=O)OC(C)C(C)OO,True,True,False,True,147.065733832,0,10,7,C
[CH2]C(=O)OC(C)C(C)OO,C=C([O])OC(C)C(C)OO,True,True,False,True,147.065733832,0,10,7,O
CCC(C)OC(=O)CO[O],CCC(C)OC(=O)CO[O],True,True,False,True,147.065733832,0,10,6,O
[CH2]C(C)(OO)OC(=O)C=O,[CH2]C(C)(OO)OC(=O)C=O,True,True,False,True,147.029348324,0,10,6,C
[O]OC1OCOC1=O,[O]OC1OCOC1=O,True,True,False,True,118.998048196,1,8,1,O
[O]OC(=O)C(O)COO,[O]OC(=O)C(O)COO,True,True,False,True,137.00861288,0,9,5,O
CC(=O)OCC(C)O[O],CC(=O)OCC(C)O[O],True,True,False,True,133.050083768,0,9,5,O
[CH2]C(=O)OC(OO)C(C)C,[CH2]C(=O)OC(OO)C(C)C,True,True,False,True,147.065733832,0,10,7,C
[CH2]C(=O)OC(OO)C(C)C,C=C([O])OC(OO)C(C)C,True,True,False,True,147.065733832,0,10,7,O
C[C](OC(C)=O)C(C)OO,C[C](OC(C)=O)C(C)OO,True,True,False,True,147.065733832,0,10,7,C
CC([C]=O)C(CO)CO,CC([C]=O)C(CO)CO,True,True,False,True,131.070819212,0,9,7,C
[CH2]CC(C)(OO)OC(C)=O,[CH2]CC(C)(OO)OC(C)=O,True,True,False,True,147.065733832,0,10,7,C
O=C1CO[CH]OC(=O)C1,O=C1CO[CH]OC(=O)C1,True,True,False,True,129.01878364,1,9,0,C
CC(O[O])C(CO)CO,CC(O[O])C(CO)CO,True,True,False,True,135.065733832,0,9,7,O
CC(=O)OC(C)CO[O],CC(=O)OC(C)CO[O],True,True,False,True,133.050083768,0,9,5,O
CC(=O)OCCCC[O],CC(=O)OCCCC[O],True,True,False,True,131.070819212,0,9,5,O
CC([O])C(C)(C)C(=O)CO,CC([O])C(C)(C)C(=O)CO,True,True,False,True,145.086469276,0,10,7,O
O[C](O)O,O[C](O)O,True,True,False,True,63.00821895599999,0,4,3,C
[O]CC(OO)OC=O,[O]CC(OO)OC=O,True,True,False,True,121.01369826000001,0,8,4,O
CC(O[O])C(C)(C)C(CO)OO,CC(O[O])C(C)(C)C(CO)OO,True,True,False,True,179.09194858,0,12,10,O
CC(=O)[CH]OC(C)=O,CC(=O)[CH]OC(C)=O,True,True,False,True,115.039519084,0,8,4,C
CC(=O)[CH]OC(C)=O,CC(=O)OC=C(C)[O],True,True,False,True,115.039519084,0,8,3,O
C[CH]CC(OO)OC(C)=O,C[CH]CC(OO)OC(C)=O,True,True,False,True,147.065733832,0,10,7,C
CC(C)COC(=O)CO[O],CC(C)COC(=O)CO[O],True,True,False,True,147.065733832,0,10,6,O
CC([O])(CO)C(=O)C=O,CC([O])(CO)C(=O)C=O,True,True,False,True,131.034433704,0,9,5,O
[CH2]C(=O)OC(C=O)OO,[CH2]C(=O)OC(C=O)OO,True,True,False,True,133.01369826,0,9,5,C
[CH2]C(=O)OC(C=O)OO,C=C([O])OC(C=O)OO,True,True,False,True,133.01369826,0,9,5,O
CC(C)(OO)C(=O)[CH]O,CC(C)(OO)C(=O)[CH]O,True,True,False,True,133.050083768,0,9,7,C
CC(C)(OO)C(=O)[CH]O,CC(C)(OO)C([O])=CO,True,True,False,True,133.050083768,0,9,6,O
