smiles,H298 (kcal/mol),S298 (cal/mol/K),Sint298 (cal/mol/K),source,level_of_theory,Cp300 (cal/mol/K),Cp400 (cal/mol/K),Cp500 (cal/mol/K),Cp600 (cal/mol/K),Cp800 (cal/mol/K),Cp1000 (cal/mol/K),Cp1500 (cal/mol/K)
C[C](C)C(O)O,-70.95598423105457,93.44194369583599,99.18570924330695,dong_pio_liang.py,CBS-QB3,31.702144293192447,37.89880802743323,43.25807870866754,47.87132659743003,55.19766636491392,60.49851471510516,68.16632612161689
CCC[CH]OC(C)=O,-70.94310899321779,107.11503099702996,111.48136996117285,dong_pio_liang.py,CBS-QB3,36.71165289866156,45.525195834236406,53.46757812226049,60.30355298533851,71.13511771512665,78.9040697353102,89.66886671131402
C=C(CC(=O)O)O[O],-70.9392188820276,97.07658507479923,97.07658507479923,dong_pio_liang.py,CBS-QB3,32.70357522757878,38.56974130902171,43.53204493292185,47.693352764748056,54.00522695200084,58.22328250390057,63.35815579214748
C[C](C=O)C1(C)OCOO1,-70.7964702916219,105.80687224711919,110.17321121126207,dong_pio_liang.py,CBS-QB3,40.25009823050707,48.945533900550096,56.67334216341897,63.31876593931612,73.838785177593,81.38357811059272,91.91277312584727
[CH2]C(=O)C=COC(C)=O,-70.67361227085395,102.01825123127222,105.57884729667173,dong_pio_liang.py,CBS-QB3,38.12285642920216,45.702248572858714,52.17425199707577,57.65212457146322,66.05647474197106,71.73322641239007,78.7232811696857
C[C](C)C(C)(C)OOCO,-70.59689917905047,117.44223398987282,127.55233850148664,dong_pio_liang.py,CBS-QB3,53.69615641291571,63.91384230253795,72.88155728704469,80.71915851037078,93.45173505657726,102.94357632206501,117.0392729447885
C=C(C[O])COC(C)=O,-70.4800678743716,109.85968933354968,112.04285881562113,dong_pio_liang.py,CBS-QB3,37.92889040713767,46.140529446678265,53.51184814489364,59.84154357818772,69.83258911285769,76.95582368961759,86.72040374350739
[CH2]C1(COC(C)=O)CO1,-70.43039557816047,106.32505582105462,109.88565188645413,dong_pio_liang.py,CBS-QB3,38.25015453076253,46.47467055714576,53.84202002101936,60.16971702804458,70.16223945458604,77.29341033000001,87.09806985500597
O=[C]C(CCO)OO,-70.40573900152438,102.70969577116784,101.33226918783978,dong_pio_liang.py,CBS-QB3,39.029493221766515,45.5834030998559,50.72192820793738,54.80638298843257,60.87689345872703,65.1726052411453,71.21237971268988
COC(CCOO)O[O],-70.28399393678404,104.54416669711544,105.34990959585883,johnson_cbs-qb3.py,CBS-QB3,40.11210475701702,48.78157976203941,56.31001871484106,62.7450964004287,72.62369418598864,79.19007970277248,87.98062601900405
CC(C)=COC(=O)CO[O],-70.26067857093709,115.02946530170064,119.39580426584352,dong_pio_liang.py,CBS-QB3,41.689040816910136,49.98367947858086,57.54337346164316,64.04435445823839,74.32949065739783,81.68704441535371,91.81717110509437
[CH2]C(CC)OC(C)=O,-70.24766071526372,106.01458246434099,110.38092142848387,dong_pio_liang.py,CBS-QB3,38.033621952636906,46.48982515289857,54.19202794403681,60.84300818578821,71.4407677372651,79.11347289216062,89.9575221474307
[CH2]C(=O)OCCCC,-70.24305318545389,104.26968871071355,107.83028477611306,dong_pio_liang.py,CBS-QB3,37.87021038509159,46.381871892578204,54.31277334344385,61.14590966287103,71.98357988591273,79.76761556652585,90.56841203029856
C[CH]CCOC(C)=O,-70.12697343902897,109.14471301783588,113.51105198197877,dong_pio_liang.py,CBS-QB3,34.29695257360039,42.923477597652,51.071097778212234,58.144644768244746,69.50610049616061,77.8180527183174,89.6644365126291
CC(=O)OC1[CH]COO1,-70.12346191641761,99.39921082298406,101.58238030505551,dong_pio_liang.py,CBS-QB3,33.51428135716635,41.924448335464916,49.15466812079589,55.27464532366163,64.70178762861612,71.15740352064054,79.32329457457217
O=C[CH]C(O)C=O,-69.99659035018644,88.19367761166271,86.81625102833465,dong_pio_liang.py,CBS-QB3,30.14696066662674,36.244502461111594,41.35185584064173,45.586655123550585,51.872253671565126,55.894872646730406,60.19395172075644
CC(=O)OC=CCC[O],-69.88596293332415,107.86182109909359,110.04499058116504,dong_pio_liang.py,CBS-QB3,39.026920365637665,47.259333733478705,54.574330456702924,60.838412556136454,70.68155746488367,77.65061069854684,87.09223243590942
O[CH]C(CCOO)OO,-69.767826916263,106.3350144847882,104.95758790146013,dong_pio_liang.py,CBS-QB3,50.49963700345296,60.93762296632584,67.52465341644599,72.57783267127226,79.8294083249885,84.20326515892926,88.3892783930712
[O]OCC(=O)CO,-69.5830449529587,92.2168951431769,92.2168951431769,dong_pio_liang.py,CBS-QB3,30.904845349065198,36.32322385021229,40.73135309472634,44.286529912414494,49.41091944436478,52.72959051581261,57.360876862222995
COC(=O)CC[O],-69.50678829813317,90.50834018722415,92.6915096692956,johnson_g4.py,G4,28.86435148648547,34.5472583223717,40.306935093683435,45.297228340512476,53.26532364987027,59.037643702405354,67.08733471919967
[CH2]C(=O)OC(C)C,-69.44995687497561,91.93174016738412,97.67550571485506,dong_pio_liang.py,CBS-QB3,32.73953516596387,40.08535811208113,46.664585352728245,52.446633708316085,61.645086699375355,68.02895426221797,76.82710934374091
C=CC([O])OC(C)=O,-69.40856087183013,99.82244701981688,100.62818991856025,dong_pio_liang.py,CBS-QB3,31.96130332314722,39.50666447002503,46.015828256381454,51.521508290253564,59.99038782514304,65.77325629091779,73.025491895913
O=C1CO[CH]O1,-69.38367987258336,73.23221552273125,73.23221552273125,dong_pio_liang.py,CBS-QB3,19.025506157339905,23.681526517865233,27.664092968434513,30.95021297341384,35.991512791240076,39.44075910027151,43.86816700211303
CC[CH]COC(C)=O,-69.36652075304114,109.78514515082337,114.15148411496625,dong_pio_liang.py,CBS-QB3,34.59310794564435,43.044999344984376,51.04280865166705,57.99460584453634,69.18454577935469,77.40228937418739,89.22613700477412
CC(=O)C(C)([O])C=O,-69.10250770145603,98.37959158666125,101.36850396747607,dong_pio_liang.py,CBS-QB3,36.18452556624371,42.27752162585763,47.51583754951841,51.99553961313609,59.033728237897094,64.04206160347992,71.0919064363731
C=C(CO[O])C(=O)O,-69.00325151499518,96.48935789838514,96.48935789838514,dong_pio_liang.py,CBS-QB3,30.213439947579364,36.48003520547124,41.868278646069555,46.40928847450573,53.349522126656396,58.03505430413003,63.757706015237815
[CH2]C(C)COC(C)=O,-68.89879908731616,106.58151649211118,110.94785545625406,dong_pio_liang.py,CBS-QB3,36.38999371838432,44.8760275669797,52.76990050288289,59.60827167071539,70.55784944065192,78.53826802163292,89.8969292404068
[CH]1OCOCO1,-68.85438490757203,72.72982552501492,74.10725210834298,dong_pio_liang.py,CBS-QB3,19.865135223050096,25.8151891840826,31.0250429034608,35.27878321532542,41.84760716802623,46.54985324019311,53.06322187005569
C[C]=C(CO)OC(C)=O,-68.67336900383415,108.01916658437915,112.38550554852203,dong_pio_liang.py,CBS-QB3,40.67342070944608,48.50165152084094,55.394864167000485,61.28603390462127,70.515349007523,77.02340858271508,85.81472320266015
CCC([CH]O)CO,-68.65932809646971,94.70896475764127,95.51470765638466,dong_pio_liang.py,CBS-QB3,37.32373787758304,46.4282714156338,54.27658358065249,60.73905159518256,70.06108972162359,76.53447629521989,85.59244297749166
C=CC(O[O])OC(C)=O,-68.62355581836404,108.84226742056809,109.64801031931147,dong_pio_liang.py,CBS-QB3,35.317860041401524,42.66680310640755,49.20987768540869,54.79210190506697,63.50423141332547,69.59604543680688,77.58867692393636
CC1(CO)OOC[C]1COO,-68.61728490745958,105.13105984466578,107.31422932673723,dong_pio_liang.py,CBS-QB3,49.24881451278681,63.34994937450096,74.08144375035852,82.5720402648242,95.22261831174045,103.3719922099866,112.19520770429226
C[C](C)OC(C)=O,-68.44652998249695,100.6541020124462,108.5810370419886,dong_pio_liang.py,CBS-QB3,30.774062696803064,37.51502942373984,43.92190106589889,49.48870357149371,58.44290201655361,65.01014514807265,74.42762729446486
CC(=O)COC[C]=O,-68.37429944202451,102.84784795473217,105.03101743680362,dong_pio_liang.py,CBS-QB3,37.08165306300172,42.84915527963364,47.75644689804888,51.988457263218706,58.71536755651041,63.57653264694648,70.49745683708811
CC(C)(OO)C(=O)CO[O],-68.2355286441107,114.84477014679995,119.21110911094283,dong_pio_liang.py,CBS-QB3,48.35061219763584,56.17253022629263,62.49101215336998,67.82259717498052,76.25030417581799,82.28932696166348,90.73566874306285
[O]OCC=CC(=O)O,-68.16594358323634,95.46507415774806,95.46507415774806,dong_pio_liang.py,CBS-QB3,29.936968650809952,35.824878785530466,41.182208021655114,45.72937018975088,52.76107098272755,57.5974714326195,63.68886173002031
C=C(O)C(O)O[O],-68.03433142212847,88.54103172488215,87.16360514155409,dong_pio_liang.py,CBS-QB3,32.288829730618545,39.24633479063097,43.76839706412525,46.94808362034172,51.634496019011706,54.644840269369034,58.14039239473352
CC=CC(=O)OCO[O],-67.99953158938486,105.06913849959925,107.2523079816707,dong_pio_liang.py,CBS-QB3,36.822497488799044,43.047617592884144,49.38893120116516,54.887083094688066,63.57670391235154,69.76883304206501,78.12438432645196
C=C(C)COC(=O)CO[O],-67.93007752944871,119.59551358395018,121.77868306602163,dong_pio_liang.py,CBS-QB3,40.735491700665385,48.958353226608885,56.60705019655116,63.20105902435483,73.67243542190128,81.2001589505545,91.60284964196225
CC(=O)[C]1COOCO1,-67.91421739857479,93.37086307387969,95.55403255595114,dong_pio_liang.py,CBS-QB3,32.548179216431585,40.49324741276238,47.73299823393882,54.091191184175,63.903913551157785,70.30537879732313,79.37321295347536
O=[C]OC=O,-67.86395119556704,72.17203680229551,72.17203680229551,dong_pio_liang.py,CBS-QB3,17.87395570013671,20.498901479395794,22.278349266689055,23.684773918522716,25.73942843379247,27.01878690457744,28.318706859141248
[O]OCC(O)C=O,-67.8579995174283,94.02423871700346,92.6468121336754,dong_pio_liang.py,CBS-QB3,30.215831252522275,35.01415201284176,39.10768490905115,42.57727427090493,47.942886984569796,51.657293887896756,56.57927401768404
[CH2]CC(OO)OCOO,-67.77311161368951,106.8149566724674,106.8149566724674,johnson_cbs-qb3.py,CBS-QB3,42.001501264000204,50.18332966438936,56.986900993196706,62.662679506732914,71.44878317443082,77.80973625911088,87.19922301291885
CC(=O)C1CC(C)([O])OO1,-67.72680326129513,104.06950206056639,108.43584102470928,dong_pio_liang.py,CBS-QB3,40.628745445727226,50.30722267369988,58.69140377131453,65.69848518218325,75.9723634590735,83.0235798917017,93.19173053583413
[CH2]CCCOC(C)=O,-67.64549281585393,109.53039479323597,113.09099085863546,dong_pio_liang.py,CBS-QB3,35.92588760170554,44.6093718144105,52.58631069148637,59.48371851140523,70.49483052808515,78.4842378640784,89.77499251070242
CC(=O)O[C]=C(C)CO,-67.28491360256115,105.48304685929257,109.84938582343545,dong_pio_liang.py,CBS-QB3,44.2749648157132,51.57559887478333,57.776936051720845,63.0497149034166,71.25548670781431,77.0088224869981,84.92177941347994
CC=CCOC(=O)CO[O],-67.02315228118232,117.83819026005845,120.0213597421299,dong_pio_liang.py,CBS-QB3,40.117551954334616,48.291241804153664,55.90247867961281,62.47980655822234,72.96865447532521,80.56423299818356,91.24335653391488
C=CO[CH]OC(C)=O,-66.92770958827622,101.32586540275508,103.50903488482653,dong_pio_liang.py,CBS-QB3,35.05355541643422,41.649382597802465,47.39984058004541,52.289290958141116,59.88173134808376,65.15569212661568,72.05526067789434
C[CH]C(=O)O,-66.82971672491621,75.97936801433495,78.1625374964064,johnson_g4.py,G4,20.584937187413384,25.092272869691012,29.277731971300188,32.9914203007564,38.74753562541721,42.535117831170176,47.85226390970507
[CH2]C1OC1OC(C)=O,-66.72738619015543,98.46090364841646,102.02149971381596,dong_pio_liang.py,CBS-QB3,33.39120048537024,40.463277190992855,46.67374140668141,52.01411735490979,60.19363498189947,65.5057584238241,72.38962270312776
CC(=O)OC=CCO[O],-66.70263738216151,106.58936641637905,108.7725358984505,dong_pio_liang.py,CBS-QB3,35.45404727732505,43.12897357267083,49.78936945716062,55.434068774429,64.14703926847871,70.13304824956022,77.74568859358506
CC[C](O)C=O,-66.5874214347788,83.21686493638997,85.40003441846142,dong_pio_liang.py,CBS-QB3,26.562355313628817,32.183246894470074,37.18584868374774,41.619611697614296,48.967989028775975,54.58224127738241,63.05194453420661
[O]COOCO,-66.38746287028087,84.93396873092888,84.93396873092888,dong_pio_liang.py,CBS-QB3,29.675972724666728,34.940862724250856,38.601350902627864,41.619957347543775,46.17461525259952,49.19661556602294,52.86679594666706
CC(C)(CCO)O[O],-66.27598991477862,103.23423993735715,107.60057890150003,dong_pio_liang.py,CBS-QB3,41.538022172575886,49.21210763713257,55.88814843673279,61.67199923034832,70.95517557825198,77.78297852357552,87.93811296512666
C=C(CO[O])OC(C)=O,-66.25349367174843,109.63876002152644,111.82192950359789,dong_pio_liang.py,CBS-QB3,35.97894402807458,42.9569492772762,49.241140169680925,54.613104072823894,63.025151886433825,68.93959164128105,76.78650500170768
C[C](C)C(=O)CO,-66.20342262518231,94.4972881316081,100.24105367907906,dong_pio_liang.py,CBS-QB3,30.851617404915867,38.58930602472499,45.45225972192089,51.33454218917823,60.589295919939985,67.15071033632697,76.0310455974945
CC([CH]OCOO)OO,-66.07364921836057,117.17419826811194,117.97994116685531,johnson_g4.py,G4,46.46353495141111,55.149609829589565,62.46346947126673,68.5184061167761,77.48109692856197,83.18961099485661,89.23506577198374
CCC(=O)[CH]O,-65.96973367006369,86.33011333833973,88.51328282041118,dong_pio_liang.py,CBS-QB3,26.19650564051108,31.770806235918382,36.76273503537189,41.214402992244445,48.65803849781814,54.40915360394265,63.18717629640441
CC(=O)C([O])=O,-65.96822047005632,81.36591368917458,83.54908317124602,dong_pio_liang.py,CBS-QB3,21.968486591322947,25.724012626899054,28.94190487807397,31.67064368037544,35.890672623716554,38.80618246111472,42.609841639421965
[O]C1COCO1,-65.92646290937002,77.33126510918082,77.33126510918082,dong_pio_liang.py,CBS-QB3,20.852522292872468,26.624107821422562,31.65376821307552,35.84547715066965,42.40712586665191,47.05731225389676,53.37138021776625
C[C](C)C(C)(C)OOC(C)(C)C(C)C,-65.90045716613055,141.18322429574448,160.02600673564407,dong_pio_liang.py,CBS-QB3,77.84130089216997,95.20163018386701,110.33935530464866,123.48042540141718,144.6128133384833,160.1520520821224,182.88739599862578
[CH2]C(=CO)C(C)(C)O,-65.88021840382304,95.75583629292386,101.49960184039482,dong_pio_liang.py,CBS-QB3,41.31127683549139,49.60199698030467,56.80845854343929,63.09419879120058,73.27678798096733,80.84045470181647,92.01808140835325
CC[CH]OC(C)=O,-65.82292632732121,98.16086882384745,102.52720778799033,dong_pio_liang.py,CBS-QB3,31.068954006791778,38.6564075099691,45.36610070773991,51.12041421040703,60.18510197282615,66.62884387677076,75.42637472705157
O=C1OOC[C]1O,-65.73584539213712,80.41402694368394,80.41402694368394,dong_pio_liang.py,CBS-QB3,24.01659830867656,29.202750218676563,33.485701353269604,36.98693208773846,42.34721241096691,45.98139096132313,50.40065380051887
O[CH]C1OC1O,-65.6271479947993,80.16436798393705,80.16436798393705,dong_pio_liang.py,CBS-QB3,25.94658625873556,33.09832485656444,38.86935674938338,43.075973439887576,48.52193215550709,51.65606181986616,54.24259117144956
CC(OO)C(C=O)C[C]=O,-65.52382088323911,121.2917848572685,120.72010117268381,dong_pio_liang.py,CBS-QB3,46.680285526089854,54.02610762764434,60.589769721637175,66.22048668434445,75.09988015867101,81.43152940346079,90.19427792995457
[O]C1OCCO1,-65.35139646323331,74.32170104931198,74.32170104931198,dong_pio_liang.py,CBS-QB3,20.47716004923079,26.322467361994647,31.447448485320272,35.673331142851254,42.227608527756985,46.884806831961775,53.242849812691325
[O]C(=O)CC=O,-65.3460271798823,85.12126172164359,85.12126172164359,dong_pio_liang.py,CBS-QB3,20.439339336383938,24.203491608044274,27.55840686829255,30.429164338359627,34.93263164497424,38.109330744630974,42.359105983364245
O=C(O)C1[CH]COO1,-65.33784981822865,89.52319776284516,89.52319776284516,dong_pio_liang.py,CBS-QB3,29.50877147483583,36.566684912604664,42.70395983792065,47.73963582160505,54.743662776849405,59.36039783346464,65.6162952950349
[CH2]C(=O)OCCC,-65.30619219365268,95.65673425677399,99.21733032217348,dong_pio_liang.py,CBS-QB3,31.439315643994455,39.09828397958971,45.931012047313345,51.785630434022295,60.99276115842995,67.51662659258699,76.342524815669
[CH2]C(C)OC(C)=O,-65.10111667545432,98.77833383632112,103.14467280046401,dong_pio_liang.py,CBS-QB3,31.305443106203253,38.62929047954952,45.24998892741133,50.95718275531013,60.02345392386921,66.55296060804588,75.6698976432335
[O]C1CC(O)O1,-65.05780133320651,81.22251368698934,81.22251368698934,dong_pio_liang.py,CBS-QB3,23.638090396632123,29.295041334806122,33.80237264522945,37.52181495495566,43.32468893063092,47.39565005833652,52.89313512683317
CC(=O)O[C]1COOC1,-64.90052198227549,95.01454854254227,98.57514460794177,dong_pio_liang.py,CBS-QB3,33.05795674370402,41.23834799436447,48.354951889000716,54.41648040251637,63.854155696808526,70.43436240968072,79.07070597265275
OC1[CH]OC1O,-64.66373559796105,80.43618672399526,80.43618672399526,dong_pio_liang.py,CBS-QB3,24.802549290208027,30.94444816684283,35.7007013354302,39.275717053638644,44.63787918193524,48.26847089768644,52.90865893561784
[O]OC(O)C=O,-64.6525027428195,82.7925429145393,81.41511633121122,dong_pio_liang.py,CBS-QB3,23.777721540910058,28.31300092356283,32.17956020035373,35.31338016255404,39.46213556009055,41.585936594814534,44.07055454500455
C[CH]COC(C)=O,-64.56864305311494,100.10108164493776,104.46742060908065,dong_pio_liang.py,CBS-QB3,28.940175139015288,36.14809798650157,42.93074108581381,48.81957508674707,58.279403759111894,65.20225237493308,75.07951945746775
CC(C)(O)O[O],-64.48893305502078,85.28857937609412,89.654918340237,dong_pio_liang.py,CBS-QB3,30.312192783599816,35.53881220652941,39.977934799990436,43.7809554540728,49.77419936119709,54.06042270950286,60.154415005415856
COC(=O)C=CCO[O],-64.42006265018064,103.15523517964824,105.3384046617197,dong_pio_liang.py,CBS-QB3,35.028877292502095,41.609648737666525,48.167478579299704,53.82718202501908,62.78024521874909,69.17122043103251,77.83870724588671
C[CH]C(CO)CO,-64.28954758331143,96.4979753567793,98.68114483885076,dong_pio_liang.py,CBS-QB3,39.421587724274175,47.7760045621499,54.63624063323615,60.47648781875187,69.57595725911594,75.95079400175909,84.57584153777725
C[C]1OC1OC(C)=O,-63.780351154404826,97.34157377884775,101.70791274299063,dong_pio_liang.py,CBS-QB3,31.380538248829833,38.690264556626786,45.06020250934321,50.481331437430455,58.90987068035054,64.77207383484514,72.42542707205833
C[C]1OC(C)C(C)O1,-63.71268050713106,95.10326087924398,103.03019590878637,dong_pio_liang.py,CBS-QB3,35.6161808127534,44.35874369305178,52.2363335701697,59.12981654000398,69.98199416538523,77.83854876616824,89.81463877080141
CC[C](CO)CO,-63.66827507255203,102.1279743280767,105.68857039347621,dong_pio_liang.py,CBS-QB3,38.187596475229824,45.26670963067151,51.778306069776534,57.4280311415822,66.49948971399138,73.15495343143405,82.85930870830428
[O]COCOO,-63.664366651710395,85.76387483002965,85.76387483002965,dong_pio_liang.py,CBS-QB3,29.42977711510133,34.58606528580497,38.31483422731596,41.32740026595285,45.88693875017495,48.92180477900574,52.582639079075044
[O]OC1CC1C(=O)O,-63.62930005584653,93.80561400239114,93.80561400239114,dong_pio_liang.py,CBS-QB3,30.789256804182735,36.98352541804412,42.350509079640304,46.92126978199241,53.87626551686782,58.408589510114716,64.22208239200071
O=[C]C(O)=CO,-63.43990940234523,78.63296443435553,78.63296443435553,dong_pio_liang.py,CBS-QB3,23.91715380556138,28.433412442469606,31.901971050247365,34.77032574958746,39.041093241634876,41.78773344057361,44.74133709300549
C=CCC(=O)OCO[O],-63.38231591929478,108.1582364534038,108.1582364534038,dong_pio_liang.py,CBS-QB3,35.77546004399617,42.48292002108844,48.7358879487966,54.12395519571772,62.6728166127403,68.8091514065583,77.2582628570184
O[CH]C1(O)CO1,-63.29294506599942,83.65241499457153,83.65241499457153,dong_pio_liang.py,CBS-QB3,27.032457295538816,31.78531307230155,35.841424121791356,39.279497229128324,44.59190956318523,48.255255974455075,53.001061553904165
C=CC(O[O])C(=O)O,-63.22908432414087,102.08039694983796,100.70297036650989,dong_pio_liang.py,CBS-QB3,30.49531724091395,35.85828754224802,40.68796368278203,44.82022989257734,51.30205141058055,55.87440441977055,61.9977030435564
O=[C]OCOO,-63.076083698362645,86.05510661052939,86.05510661052939,dong_pio_liang.py,CBS-QB3,24.979114988959587,28.39425839513864,31.28043408754863,33.6990563738923,37.36025280260229,39.79298151653346,42.67464394661652
[CH2]OC(CCOO)OO,-62.9345105759183,111.7643630435668,111.7643630435668,johnson_cbs-qb3.py,CBS-QB3,44.28994586872228,51.95990569386233,58.2734768561066,63.621548549654875,72.07464807516158,78.13330315762904,86.61193083464863
CC(C)C(CO)O[O],-62.9011953194496,103.51265909111838,106.50157147193319,dong_pio_liang.py,CBS-QB3,41.88088733817528,49.873544360908355,56.77112141729445,62.69467066982093,72.06697243440983,78.81117903923516,88.49369367465582
O[C]1OCC1O,-62.79283905969955,81.42051751307876,81.42051751307876,dong_pio_liang.py,CBS-QB3,25.170283641695793,30.456597714566726,34.52556565328621,37.944934304825665,43.262237948964014,46.97736494915678,51.993855999127504
O[C]1COC1O,-62.55975629596307,80.40216602069216,80.40216602069216,dong_pio_liang.py,CBS-QB3,24.664540978247036,30.674886784518552,35.293443235124286,38.76324762464471,44.00106531390436,47.58028141434034,52.2713121305987
C[C](C)C(C)(C)OOCC(C)=O,-62.51544947060425,139.75593531651418,152.04920931019947,dong_pio_liang.py,CBS-QB3,61.7510376583742,73.54357709893921,84.29804124698016,93.67770806585513,108.7659271471209,119.86813716114722,136.1448053387105
COOC([O])=O,-62.501786534436235,82.3115808772772,84.49475035934864,dong_pio_liang.py,CBS-QB3,22.893938112754373,26.63775218474807,29.81945117028274,32.502080473772445,36.60520786130529,39.38308241878777,42.896824935660376
O=C1C[CH]COOCO1,-62.40420692239051,89.32502563327644,89.32502563327644,dong_pio_liang.py,CBS-QB3,32.91872252405258,41.6343091754608,48.95001814330307,54.844017976959854,63.948043271050345,70.4685085789866,79.51317339774259
CC(C)(CO)O[O],-62.32475381403766,93.3809755517201,97.74731451586298,dong_pio_liang.py,CBS-QB3,36.12166104571165,42.879404060061646,48.686109667951726,53.64850850487693,61.4344980387171,66.95997626915869,74.67862165996893
[O]C(=O)OO,-62.22232846578234,74.98990055850142,74.98990055850142,dong_pio_liang.py,CBS-QB3,17.648872808343555,20.18012064850279,22.181733522219883,23.683411502463784,25.62890912074343,26.88340051287381,28.361118938088314
C[C]1OCOOC1(C)C=O,-62.18903913073173,102.88238059501182,107.24871955915471,dong_pio_liang.py,CBS-QB3,40.97626536832062,50.0983649175969,58.01539586381931,64.76229363112532,75.08132918854328,82.11856233262331,92.49121267175691
[CH2]CCOC(C)=O,-62.188644608086456,98.8572852659816,102.41788133138111,dong_pio_liang.py,CBS-QB3,29.842040988583182,37.252272411349004,44.04948295247084,49.924032648776766,59.293107190008115,66.07745587487761,75.60503050342683
CC1(O[O])COOCC1(C)OO,-61.992254409944245,114.42154588557108,118.78788484971396,dong_pio_liang.py,CBS-QB3,52.78418106560037,63.51172413569321,72.53263487557838,80.20573945103177,92.14725916681154,100.50666498994264,111.86814555793976
O=[C]C(O)COO,-61.935718321425234,96.5495193268524,95.17209274352435,johnson_g4.py,G4,35.04463295463084,38.940621925074176,42.242565264512436,45.0217960634058,49.27439714952755,52.1768688996367,56.000298919622374
[O]OC1(C(=O)O)CC1,-61.92675490280835,90.30630163621063,90.30630163621063,dong_pio_liang.py,CBS-QB3,31.05544736164608,37.82724201252467,43.181783641075526,47.344705428367234,53.68899890247661,58.0900999242065,63.809584524953394
O=[C]C(O)C=O,-61.82488382064775,82.30939058304826,80.9319639997202,dong_pio_liang.py,CBS-QB3,25.378691327321604,29.78174477148987,32.90607730808497,35.4006410549189,39.068446296544984,41.37688843253347,43.76113320336223
C[C](O)CO,-61.723807151699745,79.27278797210177,81.45595745417322,dong_pio_liang.py,CBS-QB3,27.196865645865007,33.8413668035151,38.76569909027725,42.29978803623605,47.520240720207745,51.022441027036336,55.51959490904517
CC1(OO)COOC1(C)CO[O],-61.5448831213098,113.95165972285216,118.31799868699504,dong_pio_liang.py,CBS-QB3,53.3334991932021,66.38052434089714,76.32617234177343,84.03483614933147,95.81536590740794,103.85713489468452,114.00754351077558
C[C](O)C=O,-61.49449732152562,75.10433934829135,77.2875088303628,dong_pio_liang.py,CBS-QB3,20.913308399888084,25.202288386147934,29.032925394238887,32.43913434065659,38.107749068155556,42.45473731541299,48.980027321275216
C[CH]C(C)(C)C(CO)OO,-61.2767238446634,117.65152726154734,122.82360912443362,dong_pio_liang.py,CBS-QB3,55.492585136109284,66.99106714821353,76.55763594498445,84.52367422734086,96.76712135516725,105.52219534977053,118.4361474625299
C[CH]OC(C)=O,-60.98732118409728,89.75077082318559,94.11710978732847,dong_pio_liang.py,CBS-QB3,25.92611703817247,31.988545142186233,37.35417811542137,41.951813027456296,49.18247388916781,54.306337526789676,61.24101629092806
CC(=O)[CH]O,-60.913152365412415,75.48283574190002,77.66600522397147,dong_pio_liang.py,CBS-QB3,20.516100249097047,24.83427816111512,28.699856171034778,32.14562013138795,37.90296855742673,42.34508723510326,49.09333435834836
CC([O])C(=O)COO,-60.909562874041264,95.36229216097313,96.1680350597165,dong_pio_liang.py,CBS-QB3,36.44364054380478,44.928699317863106,51.898575533226584,57.307565030138434,64.70380413448972,69.60321925227532,75.44414701031188
[CH2]C1(C)CC(OO)C(=O)OO1,-60.87493509658907,107.38760215450438,110.94819821990389,dong_pio_liang.py,CBS-QB3,45.74783815823748,56.75617722696597,65.39096744029638,72.17852406467155,82.62832416891322,89.88069426009562,99.34803169158464
OC1O[CH]O1,-60.854868417593416,69.66681668674994,69.66681668674994,dong_pio_liang.py,CBS-QB3,17.58027459890707,22.320545063048566,26.165766590803063,28.957476951136517,32.78509116795023,35.30574801777821,38.27697943387763
C[C](O)O,-60.809810152698475,73.40242430621457,76.96302037161408,dong_pio_liang.py,CBS-QB3,21.363503828819695,25.149006025528113,27.8426432241446,30.069061917029384,33.59525079508308,36.146209186466535,39.9168354037096
CC1CCC(C)([O])O1,-60.7886857426246,92.91481692491179,97.28115588905467,dong_pio_liang.py,CBS-QB3,35.2026378340631,44.61369141313047,52.78523105583533,59.83591561860519,71.0650416758572,79.20482477500958,90.85921337122731
[CH2]CC(CO)CO,-60.67306683790214,99.66919187158913,101.04661845491721,dong_pio_liang.py,CBS-QB3,39.77216553439756,47.42602993080296,54.00430772392805,59.62791646289183,68.45753995296067,74.73321270655829,83.5432381177139
CC(O)C(C)O[O],-60.309455345795065,96.59599852935246,98.20748432683922,dong_pio_liang.py,CBS-QB3,37.857061437116045,44.16754829191991,49.32596035316204,53.78340272117207,60.913261181822165,66.14027345957935,73.95013162878347
[O]C1CC(=O)O1,-60.22772731223034,75.4170979256622,75.4170979256622,dong_pio_liang.py,CBS-QB3,19.962380762939578,24.77003541232199,28.74264681282027,31.890660329093752,36.664516093378346,39.920456839156785,44.09308810052091
C=CC(O[O])C(=O)OC,-60.20153091626261,109.86074724148669,110.66649014023008,dong_pio_liang.py,CBS-QB3,34.52561446404589,41.39339857338002,47.73234121378945,53.19732458796312,61.87789328257343,68.12374401231358,76.792553561495
[CH2]C(=O)OCC,-60.19431730881142,85.7569911787267,89.3175872441262,dong_pio_liang.py,CBS-QB3,26.16704058889082,32.04823486385546,37.58565127709568,42.33943966179256,49.81765208355333,55.11129488656269,62.19869916432798
